load_time,source_desc,year,freq_desc,reference_period_desc,begin_code,week_ending,agg_level_desc,domain_desc,state_alpha,region_desc,commodity_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domaincat_desc,class_desc,Value,coproducts
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",295030,"CORN GLUTEN FEED, MIDPRO"
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, MEDIUM PROTEIN, FROM BRAN & STEEP WATER",329431,"CORN GLUTEN FEED, MIDPRO"
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",320919,"CORN GLUTEN FEED, WET"
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",317273,"CORN GLUTEN FEED, WET"
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN FEED, WET, 40 - 60 PCT MOISTURE",338077,"CORN GLUTEN FEED, WET"
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE",92665,CORN GLUTEN MEAL
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE",89593,CORN GLUTEN MEAL
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),"CORN GLUTEN MEAL, HIGH PROTEIN CONCENTRATE",94777,CORN GLUTEN MEAL
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES)",420226,DDG
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES)",419028,DDG
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, (EXCL SOLUBLES)",448551,DDG
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, INCL SOLUBLES - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, INCL SOLUBLES",1856472,DDGS
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, INCL SOLUBLES - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, INCL SOLUBLES",1770904,DDGS
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, DRIED, INCL SOLUBLES - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, DRIED, INCL SOLUBLES",1919823,DDGS
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE",413040,"DDG, WET 40-64 MST"
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE",472819,"DDG, WET 40-64 MST"
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, 40 - 64 PCT MOISTURE",503258,"DDG, WET 40-64 MST"
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE",1333264,"DDG, WET 65 MST"
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE",1354729,"DDG, WET 65 MST"
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS GRAINS, WET, GE 65 PCT MOISTURE",1411411,"DDG, WET 65 MST"
2015-02-19,SURVEY,2014,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",149960,DISTILLERS SOLUBLES CONDENSED SYRUP
2015-02-19,SURVEY,2014,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",132236,DISTILLERS SOLUBLES CONDENSED SYRUP
2015-03-02,SURVEY,2014,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, DISTILLERS SOLUBLES, CONDENSED (SYRUP) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),"DISTILLERS SOLUBLES, CONDENSED (SYRUP)",172082,DISTILLERS SOLUBLES CONDENSED SYRUP
2016-03-01,SURVEY,2015,MONTHLY,JAN,1,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,193460,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,FEB,2,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,173878,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,MAR,3,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,198922,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,APR,4,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,209505,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,MAY,5,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,203119,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,JUN,6,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,214995,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,JUL,7,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,222712,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,AUG,8,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,224982,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,SEP,9,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,210337,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,OCT,10,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,229379,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,NOV,11,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,203996,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,DEC,12,,NATIONAL,TOTAL,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,CAPTURED,TONS,"ALCOHOL COPRODUCTS, CARBON DIOXIDE - CAPTURED, MEASURED IN TONS",NOT SPECIFIED,CARBON DIOXIDE,211352,CARBON DIOXIDE
2016-03-01,SURVEY,2015,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),103780,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),95268,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),106270,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),101614,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),117049,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),119146,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),124428,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),120756,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,SEP,9,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),116155,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,OCT,10,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),126813,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,NOV,11,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),129786,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,DEC,12,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN DISTILLERS OIL (CDO) - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (DRY MILL PLANT),CORN DISTILLERS OIL (CDO),130652,CORN DISTILLERS OIL
2016-03-01,SURVEY,2015,MONTHLY,JAN,1,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,71492,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,FEB,2,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,48546,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,MAR,3,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,57439,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,APR,4,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,61922,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,MAY,5,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,69274,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,JUN,6,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,63188,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,JUL,7,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,68528,CORN GERM MEAL
2016-03-01,SURVEY,2015,MONTHLY,AUG,8,,NATIONAL,TYPE OF OPERATION,US,,ALCOHOL COPRODUCTS,ALL UTILIZATION PRACTICES,PRODUCTION,TONS,"ALCOHOL COPRODUCTS, CORN GERM MEAL - PRODUCTION, MEASURED IN TONS",TYPE OF OPERATION: (WET MILL PLANT),CORN GERM MEAL,66563,CORN GERM MEAL
